x0,x1,Y
10.721932865497877,10.146609781907717,1.0
7.652393046036659,9.354738977012223,0.0
13.210713253063616,16.102178021920228,2.0
14.09610621317738,11.964795154258534,1.0
13.80928709474125,11.772429116436227,1.0
16.753162050993165,10.02871645867315,1.0
10.83638769464048,8.23025671324371,0.0
16.376507635143277,12.401486476955313,1.0
13.67032867316628,9.023224581733306,1.0
19.00476811024943,16.951814064344582,1.0
8.99007298838653,12.847036929454642,0.0
15.548754401300421,13.872868105961269,1.0
11.635154538835279,12.667323920060799,2.0
13.680988690162541,14.955031932070355,1.0
13.131929679607364,15.281588271145631,2.0
11.591534787264425,7.7359849344985,0.0
13.406102989511535,8.552621620489923,1.0
13.595577073187938,12.585607268011193,1.0
12.575738117629605,11.101350795674602,1.0
11.10609918913479,7.993481382149223,0.0
14.982180442847229,12.949261772857525,1.0
10.492078118372364,8.6329250764392,0.0
15.805183444716473,14.731052867980614,2.0
9.9967768190423,11.692528541495644,0.0
17.25224999611993,14.169217688126581,1.0
8.854526000613788,12.52051064547752,0.0
15.972684520885684,15.25132525575235,2.0
17.31865847738792,9.097605991262652,1.0
13.961588048440904,10.242778707828338,2.0
9.9202590782812,11.212867993826126,0.0
14.653946603917436,9.623254299434603,1.0
13.02914957670662,9.986920345917035,1.0
12.112812363912134,13.187696717309501,0.0
13.587293374743036,14.12114009033851,1.0
9.450958202608218,7.8018909910131855,0.0
11.685030247956925,10.944708883368111,0.0
14.082842128501424,14.240338246420142,2.0
10.249827567311568,16.825425105316565,2.0
9.548794934104114,10.979363595781154,0.0
15.238504181925915,14.085301033472295,2.0
10.7360662949329,17.746124326884612,2.0
19.588598971863675,16.366004321168102,1.0
14.252455207933183,10.042931150396347,1.0
11.892669487084461,18.444937385201687,2.0
11.781847422176995,9.935102341707239,1.0
17.952633299580032,14.42966807270046,1.0
9.865359989979122,18.963723454144382,2.0
8.497533994336429,15.87330039461881,2.0
9.029562733981976,6.188441585845504,0.0
8.19595003109928,11.63445837015888,0.0
12.1654600799183,10.071140977634947,1.0
12.073261641636087,13.586431198162202,2.0
11.622376166685651,10.067104069845284,1.0
16.713453072010623,14.823500878843062,1.0
15.64282576286972,13.673100369603782,1.0
11.66628053770984,5.236348450797435,0.0
12.15918371301213,15.44819760732845,2.0
13.839491078581267,15.81384192876112,2.0
14.63385422183769,17.23384164825757,2.0
16.29556182555528,10.998880080430341,1.0
13.677678157709398,15.183021106080801,2.0
14.541560807371013,11.309822014744729,0.0
15.705528867355333,10.40992407337002,1.0
12.616839954238573,6.864448500029027,0.0
17.99421817278114,12.954873926586037,1.0
14.785164039735886,14.216847842295234,2.0
8.181900516725388,10.116449189429584,0.0
14.64343325047326,12.886911295074315,1.0
17.5499238990174,12.325332120878548,1.0
6.920078060684109,18.296704827192265,2.0
7.569252660857683,7.282715638114746,0.0
9.057549549782795,14.1126318161919,2.0
11.28099288379327,5.6965723151558585,0.0
15.517012660931282,12.297264001399341,1.0
10.493274187842498,6.159545703063813,1.0
15.651303664516986,14.825256850917802,2.0
6.048121313488048,10.837763041624585,0.0
10.900207493937664,16.163617619508564,2.0
13.245350246584158,19.570552769213357,2.0
16.673109853990503,13.799240583485199,1.0
9.980523124292619,7.226218765121633,0.0
10.505539107630984,9.626219909030238,0.0
11.214963691917264,13.19972712533847,2.0
10.533229807918243,16.271302118054532,2.0
9.962241630926348,9.100652005259626,0.0
11.818181198457966,9.562727713902666,0.0
18.595313422595925,12.750335135346642,1.0
6.327990086481632,13.329385696501754,0.0
10.93775910334324,15.240236652715986,2.0
10.878540402757599,17.255650431565673,2.0
11.581170350117976,16.273162851335933,2.0
13.660568944000845,9.947199594677807,1.0
11.214308913545638,7.3399055407329294,0.0
15.048606232252864,14.934157330890535,2.0
13.047110221561116,6.920957508417286,1.0
10.436250285167468,10.14291668779984,0.0
11.641114546648808,10.832284714571774,0.0
11.861281207261719,11.813216855070579,0.0
11.512885983785258,13.120851663544622,0.0
17.88828337868866,14.01940922892916,1.0
12.111612024549283,12.675392057442158,0.0
11.502354975702403,16.303595972963926,2.0
7.615204596663148,10.962816517106921,0.0
10.298188094128845,12.397190847116258,0.0
13.236158184485149,14.996091052049294,2.0
8.993621407806542,10.83674981143478,0.0
13.543105012316538,12.780397056831788,0.0
13.441264207558273,16.364200942445517,2.0
19.03430023662421,13.664261448115653,1.0
11.009122454045709,13.661721537440588,0.0
12.565372810366512,15.138637291856554,2.0
13.422125320810583,14.732121942286868,2.0
9.54214013920625,8.195767574845654,0.0
16.04714716036609,10.422712536785983,0.0
7.934079310582967,20.330237720224012,2.0
11.900988139120857,16.328040392252337,2.0
9.292152605498046,5.2232062419948955,0.0
7.489447827225643,6.867798576229408,0.0
9.815748572276688,16.913346253351992,2.0
14.6315368915168,14.734976216370596,1.0
14.950242132516415,13.692649307153957,1.0
12.944396406616532,16.197738043577914,2.0
14.458223856054788,13.04321144615496,2.0
10.315966706291984,8.0917465638006,0.0
11.394878179832078,16.708006409697383,0.0
10.38206710309929,16.819760465879575,2.0
9.609963133256482,9.97927188441395,0.0
11.027057757247764,9.115528641040742,0.0
9.218033201082578,8.831241720117253,0.0
16.23798604139273,12.76569287150155,2.0
11.159812808037831,9.975542959461224,1.0
16.024960833203675,11.96406479304883,2.0
11.109138117041088,16.934580403768734,2.0
12.052932215326443,10.330126982692487,0.0
14.985882590414898,12.187648952624151,1.0
13.096506074010676,7.939267830955543,1.0
12.969713475742779,16.52530849248844,2.0
11.106906964384171,18.39598254158222,2.0
11.17570718592397,17.772035022444026,2.0
5.936592700963617,10.867762915327422,0.0
10.157149663953225,18.720096091950985,2.0
14.316230961456402,13.803341259568956,2.0
16.36915271212318,11.995307702252747,1.0
8.039594174429553,11.282096606445549,0.0
8.313765581016535,19.432142243491253,2.0
14.209489199392195,15.800960039755731,2.0
11.759178997244868,9.571350310648722,1.0
8.547589260205424,19.671149202113824,2.0
12.69193266212534,8.01436070978904,0.0
13.413052025613315,7.602695004996107,1.0
15.343698191165032,11.062556631678461,1.0
10.723812123181006,16.950194720009954,2.0
10.647308696850235,16.864887752883003,2.0
15.729539503480828,12.917586546389778,1.0
10.404896326781301,8.391409920336308,0.0
11.539622125162476,17.479538609392797,2.0
14.713785984866677,10.979057360145784,1.0
7.896678818789908,19.817567642692886,2.0
18.498107479814696,13.076942771954515,1.0
12.066458062493977,19.493764688826296,2.0
16.73963186746232,8.587984871219016,1.0
6.719103271957415,10.749735543105086,0.0
13.094392934183622,8.164029864957861,0.0
13.287374063620417,15.2026254517518,2.0
11.76525697894671,14.160732961011725,2.0
19.224052320004287,13.874600451367009,1.0
14.197280240461387,12.876370701879496,2.0
16.298642226995558,14.712984577036146,1.0
13.432312733602533,15.729465219204718,2.0
18.555272602048852,15.842425238054005,1.0
10.980114784187155,15.475222789868475,2.0
8.538165543639387,7.778109323958278,0.0
7.606329092610142,8.030513277554945,0.0
16.16467419271083,9.6437814083954,1.0
12.20941504577489,4.3294953095738515,0.0
7.68344893737213,19.91730586570887,2.0
15.015078582683588,9.504814298031732,1.0
17.657468008342438,15.32049753398806,1.0
10.534481992362382,15.679481976554158,2.0
14.52631518190515,14.722820703200291,2.0
11.276114164014775,6.3028659315520486,0.0
13.367725082667782,10.50014993038923,1.0
13.941585128276976,11.455995618457724,2.0
13.336416341413058,15.064229770626566,2.0
12.286267421344592,13.338294517597324,0.0
10.98297872339257,14.74568779424373,2.0
16.036666499910254,13.432041758499675,2.0
10.037093083048472,10.03274213186652,1.0
15.728537625515127,13.72323395535793,2.0
9.981120687617901,7.671006223369654,0.0
12.162921965399104,18.970477260973663,2.0
17.009137096903128,14.715578557287813,1.0
12.53167413742736,16.414365891207357,2.0
13.387830970213834,11.774053875193498,1.0
9.452961097553546,18.343060693790974,2.0
13.644900623066663,13.783568869950312,2.0
10.6956188227006,6.710692234870808,0.0
17.129993769702583,16.167081763589774,1.0
11.34995662428389,18.147609890931932,2.0
12.148068093586922,8.5802580108775,1.0
8.889428686550577,16.609679030826094,2.0
13.849127501387258,11.424546152600819,1.0
12.003249255185807,16.431863741328318,2.0
11.897258060328191,9.278471590684102,0.0
13.965981031261371,10.16738952275056,1.0
13.864208780613486,11.814001143063201,1.0
14.559226738762932,11.06122454603499,1.0
12.215404796317555,6.271031779286438,1.0
14.237117342704586,8.385058479826007,1.0
14.152972564165339,8.85476146828336,1.0
13.94960522642396,12.773026726633526,1.0
11.841013336953518,9.094199696335071,1.0
15.56846047546578,12.571750850499004,2.0
5.893963197138501,13.742552646766073,0.0
12.667370201044221,15.569803579941023,0.0
6.401671693407103,11.550783531619526,0.0
9.64581825792348,18.14570616390811,2.0
10.140324725818703,12.450424681301572,0.0
6.713293351077992,11.76420958643484,0.0
14.801596109338695,16.06942521350756,2.0
13.299751062390014,11.969105187583558,1.0
16.949131760546003,10.97638479456231,1.0
14.159446062102091,15.330956101708702,2.0
13.974020317080159,15.937111458109435,2.0
9.180118514604864,8.258737393172845,0.0
9.775588977914577,18.99578214243232,2.0
9.642713053547762,9.497230593396605,0.0
12.764408104557374,9.593170517378717,1.0
13.290015271611397,14.994169837531715,2.0
9.832076649088107,12.702247967293458,0.0
15.70540633360309,10.634457817922426,1.0
13.386084939074559,8.770645816299211,1.0
